"","id_trabajador","edad","genero","nivel_educativo","num_hijos","tipo_cargo","capacitado","jornada","antiguedad","empresa"
"660",660,51,"masculino","bachiller",3,"operativo",0,"diurna",17,119
"661",661,45,"masculino","especializacion",0,"administrativo",1,"mixta",12,83
"662",662,55,"femenino","tecnico",2,"administrativo",0,"mixta",10,139
"663",663,27,"masculino","tecnico",0,"administrativo",1,"mixta",14,87
"664",664,25,"femenino","tecnico",2,"operativo",1,"diurna",14,94
"665",665,18,"masculino","tecnico",2,"administrativo",0,"diurna",7,139
"666",666,35,"femenino","bachiller",4,"operativo",1,"nocturna",10,20
"667",667,20,"femenino","universitario",0,"operativo",1,"nocturna",7,3
"668",668,50,"masculino","bachiller",2,"operativo",0,"diurna",11,3
"669",669,41,"femenino","tecnico",2,"operativo",0,"mixta",8,148
"670",670,73,"masculino","bachiller",1,"operativo",0,"diurna",3,119
"671",671,23,"masculino","tecnico",3,"administrativo",1,"mixta",9,126
"672",672,58,"masculino","tecnico",1,"operativo",1,"diurna",7,61
"673",673,32,"femenino","universitario",1,"operativo",1,"mixta",10,140
"674",674,18,"masculino","bachiller",0,"operativo",1,"diurna",10,134
"675",675,49,"femenino","tecnico",4,"operativo",0,"mixta",9,73
"676",676,18,"femenino","especializacion",1,"administrativo",0,"nocturna",3,43
"677",677,24,"femenino","tecnico",1,"operativo",0,"diurna",6,20
"678",678,29,"masculino","especializacion",1,"administrativo",1,"diurna",7,41
"679",679,43,"masculino","universitario",0,"operativo",0,"mixta",10,148
"680",680,25,"femenino","bachiller",2,"administrativo",0,"diurna",8,9
"681",681,56,"masculino","tecnico",1,"operativo",1,"mixta",7,106
"682",682,22,"femenino","bachiller",2,"administrativo",1,"diurna",4,127
"683",683,43,"femenino","tecnico",5,"operativo",1,"diurna",12,67
"684",684,42,"masculino","tecnico",2,"operativo",0,"diurna",8,50
"685",685,24,"masculino","bachiller",3,"operativo",1,"diurna",4,25
"686",686,34,"femenino","bachiller",1,"operativo",1,"mixta",14,148
"687",687,30,"masculino","tecnico",2,"operativo",0,"diurna",12,6
"688",688,54,"masculino","tecnico",0,"operativo",0,"diurna",6,47
"689",689,63,"masculino","universitario",1,"operativo",1,"nocturna",14,145
"690",690,24,"masculino","universitario",2,"administrativo",0,"mixta",7,44
"691",691,54,"masculino","tecnico",1,"operativo",1,"diurna",10,11
"692",692,39,"masculino","bachiller",1,"administrativo",1,"diurna",9,69
"693",693,18,"femenino","tecnico",2,"operativo",1,"diurna",15,148
"694",694,29,"femenino","bachiller",1,"operativo",1,"nocturna",2,99
"695",695,47,"femenino","especializacion",3,"administrativo",1,"diurna",15,17
"696",696,42,"femenino","bachiller",4,"operativo",0,"diurna",8,133
"697",697,18,"femenino","universitario",2,"administrativo",0,"diurna",11,27
"698",698,49,"masculino","tecnico",5,"operativo",0,"diurna",16,128
"699",699,50,"masculino","tecnico",1,"operativo",0,"diurna",12,46
"700",700,35,"masculino","tecnico",2,"operativo",0,"diurna",7,88
"701",701,29,"masculino","tecnico",0,"operativo",1,"diurna",15,7
"702",702,70,"femenino","tecnico",4,"operativo",0,"diurna",9,23
"703",703,39,"femenino","universitario",1,"operativo",0,"diurna",14,22
"704",704,40,"femenino","tecnico",2,"administrativo",1,"diurna",14,107
"705",705,23,"femenino","tecnico",2,"operativo",0,"nocturna",10,54
"706",706,20,"femenino","bachiller",2,"operativo",1,"mixta",4,79
"707",707,18,"femenino","tecnico",2,"operativo",1,"nocturna",14,138
"708",708,34,"masculino","tecnico",2,"administrativo",0,"diurna",19,74
"709",709,60,"masculino","tecnico",1,"operativo",0,"nocturna",13,26
"710",710,66,"femenino","bachiller",2,"administrativo",0,"mixta",5,115
"711",711,64,"femenino","tecnico",1,"operativo",0,"mixta",8,101
"712",712,59,"masculino","bachiller",2,"operativo",0,"mixta",11,139
"713",713,36,"femenino","bachiller",0,"operativo",0,"diurna",13,123
"714",714,22,"masculino","bachiller",0,"operativo",1,"diurna",1,65
"715",715,35,"masculino","universitario",3,"administrativo",1,"diurna",8,90
"716",716,18,"femenino","bachiller",1,"operativo",1,"diurna",6,48
"717",717,35,"masculino","universitario",2,"administrativo",0,"nocturna",8,60
"718",718,65,"femenino","tecnico",0,"operativo",1,"diurna",11,145
"719",719,42,"femenino","tecnico",2,"operativo",0,"diurna",12,148
"720",720,56,"femenino","bachiller",0,"operativo",1,"mixta",12,131
"721",721,47,"femenino","maestria",2,"administrativo",1,"diurna",6,79
"722",722,28,"femenino","tecnico",1,"operativo",0,"diurna",7,77
"723",723,66,"masculino","maestria",2,"administrativo",0,"diurna",11,89
"724",724,39,"femenino","bachiller",0,"operativo",1,"nocturna",7,92
"725",725,25,"masculino","tecnico",0,"operativo",0,"mixta",11,140
"726",726,41,"femenino","universitario",4,"operativo",1,"diurna",13,4
"727",727,18,"masculino","bachiller",0,"operativo",0,"nocturna",6,47
"728",728,53,"masculino","tecnico",0,"operativo",1,"diurna",9,99
"729",729,48,"femenino","bachiller",3,"operativo",1,"diurna",10,76
"730",730,35,"masculino","bachiller",3,"administrativo",1,"nocturna",12,98
"731",731,33,"masculino","bachiller",4,"operativo",0,"diurna",11,96
"732",732,54,"femenino","tecnico",3,"operativo",1,"nocturna",8,134
"733",733,24,"femenino","bachiller",0,"operativo",1,"diurna",9,147
"734",734,25,"masculino","tecnico",3,"operativo",0,"diurna",8,8
"735",735,46,"masculino","tecnico",2,"operativo",1,"diurna",14,13
"736",736,33,"femenino","bachiller",0,"administrativo",0,"nocturna",14,14
"737",737,54,"masculino","tecnico",4,"operativo",0,"mixta",13,133
"738",738,37,"masculino","tecnico",2,"operativo",0,"diurna",15,106
"739",739,58,"masculino","tecnico",1,"operativo",1,"diurna",9,115
"740",740,47,"femenino","bachiller",0,"operativo",0,"nocturna",12,105
"741",741,18,"masculino","tecnico",3,"administrativo",0,"mixta",9,64
"742",742,20,"masculino","tecnico",1,"administrativo",0,"diurna",12,132
"743",743,59,"masculino","tecnico",0,"operativo",0,"diurna",14,81
"744",744,50,"femenino","universitario",2,"operativo",0,"diurna",22,133
"745",745,25,"femenino","bachiller",0,"administrativo",1,"diurna",13,4
"746",746,20,"masculino","tecnico",0,"administrativo",0,"diurna",11,10
"747",747,56,"femenino","tecnico",1,"operativo",0,"nocturna",6,7
"748",748,28,"femenino","tecnico",1,"operativo",0,"nocturna",12,12
"749",749,67,"masculino","tecnico",1,"administrativo",1,"mixta",9,79
"750",750,67,"femenino","bachiller",1,"administrativo",0,"diurna",5,53
"751",751,18,"femenino","bachiller",2,"operativo",0,"diurna",18,17
"752",752,27,"femenino","tecnico",0,"operativo",0,"mixta",3,75
"753",753,21,"masculino","tecnico",0,"operativo",1,"nocturna",11,141
"754",754,50,"femenino","tecnico",0,"operativo",0,"nocturna",2,106
"755",755,21,"femenino","tecnico",0,"operativo",0,"diurna",13,63
"756",756,18,"masculino","tecnico",0,"operativo",1,"nocturna",8,8
"757",757,70,"femenino","tecnico",2,"operativo",0,"mixta",10,99
"758",758,55,"masculino","bachiller",1,"operativo",0,"diurna",4,115
"759",759,52,"femenino","universitario",4,"operativo",1,"diurna",10,55
"760",760,30,"femenino","tecnico",1,"operativo",0,"diurna",9,102
"761",761,40,"masculino","bachiller",1,"administrativo",0,"diurna",16,141
"762",762,49,"femenino","tecnico",1,"operativo",0,"diurna",16,9
"763",763,21,"masculino","bachiller",0,"administrativo",0,"diurna",10,21
"764",764,38,"masculino","tecnico",0,"operativo",1,"diurna",9,79
"765",765,43,"masculino","tecnico",0,"operativo",0,"diurna",10,34
"766",766,65,"masculino","tecnico",1,"operativo",0,"mixta",5,83
"767",767,50,"masculino","bachiller",0,"operativo",0,"diurna",9,2
"768",768,59,"femenino","tecnico",1,"operativo",0,"nocturna",12,125
"769",769,42,"masculino","tecnico",1,"operativo",0,"diurna",14,39
"770",770,23,"femenino","tecnico",1,"operativo",0,"nocturna",7,78
"771",771,35,"masculino","bachiller",1,"operativo",0,"diurna",2,29
"772",772,18,"femenino","bachiller",2,"operativo",0,"diurna",16,93
"773",773,54,"femenino","tecnico",1,"operativo",0,"mixta",6,61
"774",774,61,"femenino","tecnico",1,"operativo",1,"diurna",8,72
"775",775,39,"masculino","tecnico",0,"operativo",1,"diurna",1,28
"776",776,25,"masculino","bachiller",0,"operativo",0,"nocturna",10,65
"777",777,56,"masculino","tecnico",0,"operativo",1,"nocturna",9,80
"778",778,42,"masculino","universitario",1,"operativo",0,"diurna",9,90
"779",779,34,"masculino","universitario",0,"operativo",1,"diurna",12,71
"780",780,57,"femenino","tecnico",2,"operativo",1,"nocturna",6,42
"781",781,29,"femenino","tecnico",1,"operativo",1,"diurna",4,52
"782",782,57,"femenino","tecnico",1,"operativo",1,"diurna",16,109
"783",783,27,"masculino","tecnico",0,"operativo",0,"mixta",12,114
"784",784,46,"femenino","tecnico",0,"operativo",0,"diurna",14,47
"785",785,53,"masculino","especializacion",1,"administrativo",1,"diurna",12,103
"786",786,20,"femenino","bachiller",2,"operativo",0,"nocturna",8,141
"787",787,46,"femenino","tecnico",1,"operativo",0,"diurna",7,126
"788",788,38,"femenino","bachiller",0,"operativo",0,"diurna",9,3
"789",789,50,"masculino","tecnico",2,"operativo",0,"diurna",11,12
"790",790,28,"masculino","bachiller",0,"operativo",1,"mixta",11,131
"791",791,39,"masculino","tecnico",0,"operativo",1,"diurna",11,76
"792",792,61,"masculino","universitario",3,"operativo",1,"diurna",14,126
"793",793,43,"femenino","bachiller",0,"operativo",1,"mixta",9,64
"794",794,52,"femenino","bachiller",0,"operativo",0,"diurna",0,36
"795",795,37,"femenino","tecnico",0,"operativo",0,"mixta",12,109
"796",796,25,"masculino","bachiller",3,"operativo",1,"diurna",10,63
"797",797,40,"femenino","tecnico",1,"operativo",1,"mixta",13,130
"798",798,22,"femenino","universitario",3,"administrativo",0,"nocturna",15,92
"799",799,18,"masculino","tecnico",2,"operativo",1,"diurna",6,74
"800",800,58,"femenino","universitario",0,"administrativo",0,"diurna",10,108
"801",801,24,"femenino","tecnico",4,"operativo",1,"diurna",11,58
"802",802,18,"femenino","tecnico",2,"operativo",0,"diurna",8,88
"803",803,55,"femenino","bachiller",2,"operativo",0,"diurna",4,140
"804",804,40,"masculino","bachiller",0,"operativo",1,"diurna",9,111
"805",805,31,"femenino","bachiller",2,"operativo",1,"nocturna",6,115
"806",806,37,"masculino","especializacion",3,"administrativo",1,"diurna",13,132
"807",807,34,"masculino","bachiller",1,"administrativo",1,"diurna",5,18
"808",808,55,"femenino","tecnico",1,"operativo",0,"diurna",8,57
"809",809,51,"masculino","tecnico",1,"operativo",0,"diurna",8,140
"810",810,18,"masculino","bachiller",2,"operativo",1,"diurna",7,94
"811",811,45,"femenino","tecnico",2,"operativo",1,"diurna",14,54
"812",812,51,"masculino","tecnico",3,"operativo",1,"diurna",13,34
"813",813,50,"femenino","bachiller",4,"administrativo",1,"nocturna",13,41
"814",814,18,"masculino","especializacion",1,"administrativo",0,"nocturna",17,113
"815",815,36,"masculino","bachiller",2,"administrativo",0,"mixta",12,25
"816",816,70,"masculino","tecnico",1,"operativo",1,"diurna",14,144
"817",817,52,"femenino","especializacion",3,"administrativo",1,"diurna",14,89
"818",818,18,"masculino","tecnico",3,"operativo",0,"nocturna",9,84
"819",819,18,"femenino","tecnico",4,"administrativo",1,"mixta",10,134
"820",820,47,"femenino","tecnico",1,"operativo",0,"nocturna",10,88
"821",821,37,"masculino","tecnico",0,"operativo",0,"diurna",10,3
"822",822,54,"masculino","bachiller",0,"operativo",0,"diurna",6,26
"823",823,44,"masculino","bachiller",1,"operativo",1,"diurna",14,105
"824",824,41,"masculino","bachiller",0,"operativo",1,"diurna",13,28
"825",825,43,"femenino","tecnico",0,"operativo",1,"mixta",7,68
"826",826,42,"femenino","bachiller",4,"operativo",0,"diurna",9,19
"827",827,21,"masculino","bachiller",2,"operativo",0,"nocturna",8,54
"828",828,75,"femenino","bachiller",1,"operativo",0,"diurna",6,75
"829",829,19,"femenino","tecnico",1,"operativo",0,"diurna",14,29
"830",830,40,"masculino","tecnico",3,"operativo",1,"diurna",11,84
"831",831,32,"masculino","bachiller",0,"operativo",0,"diurna",10,45
"832",832,67,"masculino","bachiller",2,"operativo",0,"diurna",12,6
"833",833,55,"masculino","tecnico",3,"operativo",1,"diurna",9,49
"834",834,32,"femenino","tecnico",2,"operativo",1,"diurna",8,102
"835",835,43,"masculino","bachiller",0,"administrativo",0,"diurna",4,64
"836",836,57,"masculino","tecnico",1,"operativo",0,"diurna",10,109
"837",837,74,"masculino","tecnico",1,"operativo",0,"diurna",8,72
"838",838,45,"masculino","especializacion",0,"administrativo",0,"diurna",11,17
"839",839,24,"femenino","tecnico",0,"operativo",1,"mixta",9,79
"840",840,25,"masculino","tecnico",1,"administrativo",0,"diurna",10,47
"841",841,70,"femenino","universitario",2,"operativo",0,"diurna",18,137
"842",842,18,"femenino","tecnico",3,"operativo",0,"diurna",10,99
"843",843,86,"masculino","bachiller",1,"operativo",0,"mixta",6,7
"844",844,36,"femenino","bachiller",5,"operativo",1,"nocturna",7,19
"845",845,33,"femenino","tecnico",1,"operativo",0,"mixta",10,10
"846",846,42,"masculino","especializacion",1,"administrativo",0,"diurna",4,89
"847",847,54,"masculino","universitario",1,"operativo",1,"diurna",9,139
"848",848,45,"masculino","bachiller",0,"operativo",0,"nocturna",6,64
"849",849,18,"masculino","tecnico",1,"operativo",0,"diurna",12,18
"850",850,45,"femenino","tecnico",0,"operativo",0,"diurna",18,16
"851",851,47,"masculino","tecnico",0,"operativo",0,"nocturna",8,122
"852",852,50,"femenino","bachiller",0,"operativo",0,"diurna",13,24
"853",853,25,"femenino","universitario",0,"operativo",0,"mixta",0,8
"854",854,18,"masculino","bachiller",2,"administrativo",1,"mixta",11,145
"855",855,35,"femenino","universitario",1,"operativo",1,"nocturna",6,143
"856",856,26,"femenino","bachiller",2,"operativo",0,"mixta",14,63
"857",857,29,"masculino","bachiller",4,"operativo",0,"diurna",8,66
"858",858,26,"masculino","tecnico",3,"operativo",1,"mixta",10,95
"859",859,34,"masculino","tecnico",0,"operativo",0,"diurna",5,16
"860",860,35,"femenino","tecnico",3,"operativo",1,"nocturna",6,91
"861",861,52,"femenino","bachiller",1,"administrativo",1,"nocturna",8,43
"862",862,55,"femenino","tecnico",1,"operativo",0,"diurna",7,107
"863",863,28,"masculino","tecnico",0,"administrativo",1,"nocturna",11,51
"864",864,35,"masculino","tecnico",0,"operativo",0,"mixta",15,125
"865",865,45,"femenino","bachiller",2,"operativo",0,"diurna",14,93
"866",866,61,"masculino","tecnico",2,"operativo",1,"diurna",7,132
"867",867,39,"masculino","tecnico",4,"operativo",0,"diurna",16,95
"868",868,18,"masculino","especializacion",1,"administrativo",1,"nocturna",13,140
"869",869,43,"masculino","tecnico",0,"administrativo",0,"mixta",12,3
"870",870,38,"masculino","tecnico",1,"administrativo",0,"diurna",6,136
"871",871,67,"masculino","tecnico",2,"operativo",0,"diurna",14,29
"872",872,45,"masculino","bachiller",2,"administrativo",0,"diurna",7,101
"873",873,31,"masculino","bachiller",1,"administrativo",0,"diurna",1,126
"874",874,33,"masculino","tecnico",0,"operativo",1,"nocturna",14,72
"875",875,32,"femenino","tecnico",1,"operativo",0,"mixta",7,116
"876",876,43,"femenino","tecnico",0,"operativo",0,"nocturna",13,116
"877",877,43,"masculino","tecnico",1,"operativo",0,"nocturna",18,81
"878",878,54,"masculino","tecnico",1,"operativo",0,"diurna",6,124
"879",879,45,"masculino","bachiller",1,"operativo",0,"nocturna",8,85
"880",880,34,"masculino","tecnico",1,"operativo",0,"diurna",11,97
"881",881,26,"masculino","bachiller",1,"operativo",1,"diurna",4,96
"882",882,50,"masculino","bachiller",1,"operativo",0,"diurna",10,44
"883",883,39,"masculino","tecnico",2,"administrativo",1,"nocturna",10,127
"884",884,43,"femenino","bachiller",1,"administrativo",1,"diurna",7,79
"885",885,57,"masculino","bachiller",3,"administrativo",0,"nocturna",10,142
"886",886,66,"masculino","bachiller",2,"operativo",0,"nocturna",8,91
"887",887,26,"masculino","tecnico",0,"operativo",0,"mixta",4,4
"888",888,65,"masculino","tecnico",1,"operativo",1,"diurna",9,102
"889",889,27,"masculino","tecnico",2,"administrativo",0,"mixta",9,114
"890",890,44,"masculino","especializacion",1,"administrativo",0,"diurna",9,67
"891",891,43,"femenino","tecnico",0,"administrativo",0,"nocturna",12,64
"892",892,36,"masculino","universitario",2,"operativo",0,"diurna",0,3
"893",893,61,"masculino","bachiller",0,"operativo",0,"diurna",3,10
"894",894,30,"femenino","bachiller",0,"operativo",0,"nocturna",9,111
"895",895,50,"masculino","tecnico",0,"operativo",1,"diurna",6,98
"896",896,40,"masculino","bachiller",0,"operativo",0,"diurna",6,32
"897",897,26,"femenino","bachiller",2,"operativo",0,"nocturna",4,69
"898",898,58,"femenino","bachiller",1,"operativo",0,"nocturna",10,130
"899",899,18,"masculino","universitario",5,"operativo",0,"diurna",16,58
"900",900,32,"masculino","tecnico",0,"operativo",1,"diurna",3,45
"901",901,18,"femenino","bachiller",1,"operativo",0,"nocturna",6,54
"902",902,43,"masculino","tecnico",1,"operativo",0,"mixta",10,29
"903",903,44,"femenino","tecnico",0,"operativo",1,"diurna",4,135
"904",904,23,"masculino","bachiller",2,"operativo",0,"mixta",10,118
"905",905,50,"femenino","tecnico",2,"operativo",0,"nocturna",5,85
"906",906,25,"masculino","universitario",0,"administrativo",0,"mixta",18,12
"907",907,50,"femenino","bachiller",0,"administrativo",0,"diurna",10,118
"908",908,44,"femenino","tecnico",1,"operativo",1,"nocturna",8,71
"909",909,51,"masculino","maestria",3,"administrativo",0,"nocturna",5,12
"910",910,26,"masculino","tecnico",5,"operativo",0,"diurna",5,42
"911",911,41,"masculino","tecnico",0,"operativo",0,"nocturna",5,1
"912",912,33,"masculino","bachiller",2,"operativo",1,"nocturna",12,129
"913",913,18,"femenino","bachiller",1,"operativo",1,"diurna",12,90
"914",914,42,"femenino","bachiller",1,"administrativo",1,"diurna",6,43
"915",915,67,"masculino","tecnico",1,"operativo",0,"diurna",14,51
"916",916,30,"femenino","tecnico",0,"operativo",0,"nocturna",10,32
"917",917,37,"femenino","universitario",5,"operativo",1,"diurna",2,95
"918",918,50,"femenino","bachiller",1,"operativo",1,"diurna",13,11
"919",919,41,"femenino","tecnico",1,"operativo",0,"diurna",10,90
"920",920,69,"masculino","tecnico",2,"operativo",0,"diurna",16,75
"921",921,51,"masculino","tecnico",2,"operativo",1,"diurna",9,124
"922",922,75,"masculino","universitario",3,"operativo",0,"nocturna",12,112
"923",923,45,"femenino","tecnico",2,"administrativo",1,"diurna",7,67
"924",924,23,"femenino","tecnico",4,"administrativo",0,"diurna",14,8
"925",925,46,"femenino","tecnico",1,"operativo",0,"diurna",11,6
"926",926,26,"femenino","bachiller",2,"operativo",0,"diurna",10,133
"927",927,25,"femenino","bachiller",0,"operativo",1,"diurna",14,143
"928",928,37,"masculino","bachiller",0,"operativo",0,"diurna",12,72
"929",929,54,"femenino","tecnico",4,"operativo",0,"diurna",7,67
"930",930,45,"masculino","tecnico",0,"operativo",1,"diurna",15,63
"931",931,52,"femenino","universitario",2,"operativo",0,"mixta",11,46
"932",932,54,"masculino","maestria",1,"administrativo",0,"diurna",16,70
"933",933,37,"femenino","universitario",1,"operativo",0,"diurna",12,118
"934",934,18,"femenino","tecnico",1,"operativo",1,"diurna",10,41
"935",935,52,"femenino","tecnico",2,"administrativo",1,"diurna",9,125
"936",936,73,"masculino","tecnico",2,"operativo",1,"nocturna",15,125
"937",937,41,"femenino","tecnico",4,"operativo",0,"diurna",10,135
"938",938,20,"femenino","tecnico",1,"operativo",1,"nocturna",8,105
"939",939,34,"femenino","bachiller",3,"operativo",1,"nocturna",9,14
"940",940,26,"femenino","tecnico",3,"operativo",0,"diurna",12,58
"941",941,39,"masculino","tecnico",2,"operativo",0,"mixta",11,30
"942",942,50,"masculino","bachiller",1,"operativo",0,"diurna",11,42
"943",943,53,"femenino","tecnico",1,"operativo",1,"nocturna",16,21
"944",944,44,"femenino","bachiller",0,"operativo",1,"diurna",8,131
"945",945,26,"masculino","tecnico",0,"operativo",1,"nocturna",12,120
"946",946,52,"masculino","tecnico",1,"operativo",0,"diurna",8,147
"947",947,60,"femenino","bachiller",1,"operativo",1,"diurna",11,52
"948",948,74,"femenino","bachiller",1,"operativo",0,"nocturna",7,28
"949",949,33,"femenino","tecnico",4,"administrativo",1,"diurna",22,96
"950",950,47,"masculino","tecnico",3,"operativo",0,"diurna",8,17
"951",951,58,"masculino","bachiller",0,"operativo",0,"mixta",8,82
"952",952,38,"femenino","tecnico",0,"operativo",1,"diurna",9,89
"953",953,48,"femenino","tecnico",3,"administrativo",0,"diurna",14,77
"954",954,43,"masculino","tecnico",0,"operativo",1,"mixta",4,77
"955",955,38,"femenino","bachiller",0,"administrativo",0,"diurna",9,145
"956",956,43,"femenino","maestria",2,"administrativo",0,"diurna",11,62
"957",957,54,"femenino","bachiller",0,"operativo",0,"diurna",10,86
"958",958,46,"masculino","tecnico",5,"operativo",1,"diurna",12,110
"959",959,33,"masculino","bachiller",0,"operativo",0,"nocturna",17,51
"960",960,18,"femenino","bachiller",3,"operativo",0,"diurna",10,70
"961",961,28,"masculino","bachiller",1,"operativo",0,"nocturna",13,127
"962",962,40,"femenino","tecnico",0,"operativo",1,"mixta",18,12
"963",963,18,"masculino","tecnico",3,"operativo",1,"diurna",7,31
"964",964,73,"masculino","tecnico",2,"operativo",0,"nocturna",11,100
"965",965,18,"masculino","bachiller",2,"operativo",1,"diurna",10,11
"966",966,23,"masculino","tecnico",1,"operativo",1,"nocturna",10,13
"967",967,62,"masculino","tecnico",2,"operativo",0,"mixta",6,102
"968",968,18,"femenino","tecnico",0,"operativo",1,"diurna",9,13
"969",969,51,"femenino","tecnico",3,"operativo",1,"diurna",10,112
"970",970,35,"masculino","bachiller",1,"administrativo",1,"diurna",14,45
"971",971,47,"masculino","bachiller",0,"operativo",1,"diurna",9,36
"972",972,53,"femenino","tecnico",2,"operativo",1,"diurna",5,84
"973",973,26,"femenino","bachiller",3,"operativo",1,"nocturna",9,147
"974",974,29,"femenino","universitario",1,"administrativo",0,"mixta",5,128
"975",975,18,"femenino","tecnico",0,"administrativo",1,"mixta",11,146
"976",976,26,"masculino","universitario",2,"operativo",0,"diurna",5,45
"977",977,46,"masculino","bachiller",0,"operativo",0,"diurna",14,45
"978",978,48,"masculino","tecnico",2,"operativo",0,"mixta",13,139
"979",979,70,"masculino","bachiller",1,"operativo",0,"diurna",11,21
"980",980,41,"masculino","tecnico",3,"operativo",1,"mixta",15,76
"981",981,47,"masculino","tecnico",4,"operativo",1,"diurna",6,35
"982",982,41,"masculino","bachiller",2,"operativo",0,"diurna",15,116
"983",983,33,"masculino","tecnico",0,"operativo",1,"nocturna",7,52
"984",984,51,"masculino","tecnico",1,"operativo",1,"mixta",10,60
"985",985,47,"femenino","tecnico",1,"operativo",1,"diurna",1,65
"986",986,42,"femenino","tecnico",0,"operativo",0,"diurna",9,133
"987",987,28,"femenino","bachiller",4,"operativo",1,"diurna",7,126
"988",988,39,"femenino","universitario",0,"operativo",0,"mixta",8,118
"989",989,52,"masculino","tecnico",1,"operativo",0,"mixta",8,104
"990",990,50,"femenino","tecnico",1,"operativo",0,"nocturna",7,13
"991",991,33,"masculino","tecnico",2,"operativo",0,"diurna",12,26
"992",992,30,"masculino","tecnico",0,"operativo",0,"mixta",15,48
"993",993,48,"masculino","bachiller",0,"operativo",1,"mixta",8,88
"994",994,56,"femenino","tecnico",0,"operativo",0,"diurna",4,92
"995",995,42,"femenino","bachiller",0,"operativo",0,"nocturna",14,41
"996",996,35,"masculino","bachiller",0,"administrativo",0,"diurna",11,27
"997",997,27,"masculino","tecnico",0,"operativo",0,"diurna",9,95
"998",998,34,"femenino","tecnico",1,"operativo",1,"nocturna",16,80
"999",999,18,"masculino","tecnico",1,"operativo",1,"diurna",2,15
"1000",1000,30,"femenino","bachiller",1,"operativo",1,"nocturna",15,75
"1001",1001,57,"masculino","bachiller",0,"operativo",0,"nocturna",15,50
"1002",1002,57,"femenino","bachiller",0,"operativo",1,"mixta",7,2
"1003",1003,27,"masculino","universitario",0,"operativo",0,"mixta",11,77
"1004",1004,43,"masculino","tecnico",1,"operativo",0,"mixta",9,74
"1005",1005,41,"femenino","bachiller",1,"operativo",0,"nocturna",7,95
"1006",1006,18,"masculino","bachiller",1,"administrativo",1,"diurna",12,119
"1007",1007,52,"femenino","bachiller",1,"operativo",0,"mixta",5,39
"1008",1008,18,"masculino","tecnico",0,"operativo",0,"nocturna",4,26
"1009",1009,21,"masculino","tecnico",1,"operativo",1,"diurna",7,37
"1010",1010,55,"masculino","tecnico",2,"operativo",1,"nocturna",14,114
"1011",1011,32,"femenino","tecnico",1,"operativo",1,"diurna",2,24
"1012",1012,37,"masculino","bachiller",0,"operativo",0,"mixta",10,108
"1013",1013,18,"masculino","bachiller",0,"operativo",0,"diurna",13,21
"1014",1014,18,"masculino","bachiller",0,"operativo",1,"diurna",13,9
"1015",1015,45,"masculino","tecnico",1,"operativo",0,"diurna",15,9
"1016",1016,37,"femenino","bachiller",1,"administrativo",1,"diurna",6,75
"1017",1017,31,"femenino","bachiller",0,"operativo",1,"diurna",11,148
"1018",1018,20,"masculino","bachiller",1,"operativo",0,"nocturna",13,141
"1019",1019,24,"femenino","maestria",0,"administrativo",0,"diurna",12,36
"1020",1020,71,"masculino","bachiller",2,"operativo",0,"mixta",13,90
"1021",1021,35,"masculino","bachiller",1,"operativo",0,"diurna",15,123
"1022",1022,52,"masculino","universitario",2,"operativo",0,"diurna",12,70
"1023",1023,52,"masculino","tecnico",0,"operativo",1,"mixta",13,20
"1024",1024,51,"femenino","bachiller",0,"operativo",0,"nocturna",11,139
"1025",1025,44,"femenino","bachiller",1,"operativo",0,"diurna",12,23
"1026",1026,21,"masculino","universitario",1,"operativo",1,"nocturna",14,77
"1027",1027,25,"femenino","tecnico",0,"operativo",1,"nocturna",9,72
"1028",1028,51,"femenino","bachiller",1,"operativo",1,"diurna",12,137
"1029",1029,20,"masculino","tecnico",1,"operativo",0,"diurna",16,137
"1030",1030,48,"masculino","especializacion",2,"administrativo",0,"diurna",7,133
"1031",1031,32,"femenino","universitario",0,"operativo",0,"mixta",6,110
"1032",1032,34,"femenino","tecnico",2,"operativo",1,"mixta",6,15
"1033",1033,28,"masculino","tecnico",3,"operativo",0,"diurna",12,37
"1034",1034,37,"femenino","tecnico",0,"operativo",0,"nocturna",3,36
"1035",1035,53,"femenino","universitario",2,"operativo",1,"diurna",13,96
"1036",1036,47,"masculino","universitario",0,"operativo",0,"nocturna",10,24
"1037",1037,37,"masculino","tecnico",2,"administrativo",1,"diurna",6,8
"1038",1038,53,"femenino","bachiller",2,"operativo",1,"diurna",9,76
"1039",1039,65,"masculino","universitario",4,"administrativo",0,"diurna",6,134
"1040",1040,40,"femenino","bachiller",1,"operativo",1,"mixta",9,93
"1041",1041,47,"femenino","tecnico",1,"operativo",1,"diurna",8,128
"1042",1042,44,"femenino","universitario",1,"operativo",1,"diurna",4,22
"1043",1043,25,"femenino","universitario",1,"operativo",1,"diurna",17,80
"1044",1044,26,"masculino","universitario",0,"operativo",0,"mixta",9,92
"1045",1045,69,"masculino","tecnico",0,"operativo",0,"diurna",6,95
"1046",1046,53,"masculino","tecnico",2,"operativo",0,"diurna",12,47
"1047",1047,51,"femenino","tecnico",2,"administrativo",1,"diurna",12,49
"1048",1048,42,"femenino","tecnico",0,"operativo",0,"diurna",13,50
"1049",1049,47,"masculino","tecnico",0,"operativo",0,"diurna",11,97
"1050",1050,42,"femenino","tecnico",0,"operativo",1,"nocturna",13,25
